Name,Ticker,SEC CIK,Exchange,Exchange Country,Business Country,Company Name,Company Id,SecId,CUSIP,ISIN,Industry,"Return Date 
(Daily)",Last Close,"Market Cap (mil) 
(Daily) 
USD",Earnings Yield (Daily),P/E Ratio (TTM) (Long),"Price 52 Wk High 
USD","Price 52 Wk Low 
USD",Price/Fair Value,"Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,Dividend Declare Date,Dividend Record Date,Dividend Payable Date,"Grossed Up Dividend 
Amount",Dividend Yield % TTM,"Grossed Up Dividend 
Yield % TTM",Forward Dividend Yield %,Earnings Yield % TTM,Forward Earnings Yield %,Current Return %,Date: Inc Statement TTM,EPS TTM,"Revenue (mil) 
TTM 
USD","Net Income (mil) 
TTM 
USD","Dividend per Share 
TTM 
USD","Base 
Currency",Primary Share,Primary Share for Company,Sector,NAICS,SIC,Hemscott Industry,GICS Sub-Industry,GICS Industry,GICS Industry Group,GICS Sector,Russell Sector,Russell Sub-Sector,Russell Industry,MSCI Country,"Equity 
Style Box (Long)",Stock Type,Analyst Name,Analysis Date,Security Type,"Equity Profile 
Report Date",IPO Date,IPO Offer Price,"Note Effective 
Date",Delisting Date,Delisting Reason,"India Market 
Cap Date",India Market Cap,Indian Stock Category,ICB Industry,ICB Supersector,ICB Sector,ICB Subsector,Market Industry Code - JP,Market Industry Name - JP,Local Short Trading Name,Local Legal Trading Name,"ESG Risk 
Rating Assessment",Submarket,ADR
Cincinnati Financial Corp,CINF,20286,Nasdaq - All Markets,United States,United States,Cincinnati Financial Corp,0C000007D1,0P0000019P,,,Insurance - Property & Casualty,7/5/2022,119.06,"19,091.90",0.11,9.46,143.22,108.88,,6/16/2022,0.69,"[1972-03-30]	2.000000	3.000000;[1985-05-01]	1.000000	2.000000;[1992-05-18]	1.000000	3.000000;[1998-05-18]	1.000000	3.000000;",5/9/2022,6/17/2022,7/15/2022,,2.22,,2.32,10.57,4.57,-1.08,3/31/2022,12.58,"8,618.00","2,053.00",2.58,US Dollar,Yes,Yes,Financial Services,;Direct Property and Casualty Insurance Carriers;;,";FIRE, MARINE, & CASUALTY INSURANCE;;",,,,,,Financial Services,Insurance,Insurance: Property-casualty,,Mid Blend,Aggressive Growth,,,Common Stock,5/11/2012,3/26/1990,,,,,,,,,,,,,,,,,,No
Cintas Corp,CTAS,723254,Nasdaq - All Markets,United States,United States,Cintas Corp,0C000007D3,0P0000019R,,,Specialty Business Services,7/5/2022,375.36,"38,408.68",0.03,33.06,461.44,343.86,1.33,5/13/2022,0.95,"[1987-04-03]	1.000000	2.000000;[1991-04-03]	2.000000	3.000000;[1992-04-03]	1.000000	2.000000;[1997-11-19]	1.000000	2.000000;[2000-03-08]	2.000000	3.000000;",4/12/2022,5/16/2022,6/15/2022,,1.01,,1.01,3.01,3.17,-0.36,2/28/2022,11.3,"7,615.44","1,209.02",3.6,US Dollar,Yes,Yes,Industrials,;;;All Other Business Support Services;;;,";;;;BUSINESS SERVICES, N.E.C.;;",,,,,,Producer Durables,Commercial Services,"Enviornmental, maintenance & security services",,Large Growth,Cyclical,Joshua Aguilar,3/24/2022,Common Stock,5/11/2012,8/18/1983,,,,,,,,,,,,,,,,,,No
Cisco Systems Inc,CSCO,858877,Nasdaq - All Markets,United States,United States,Cisco Systems Inc,0C000007DA,0P0000019Y,,,Communication Equipment,7/5/2022,41.96,"173,754.85",0.07,14.96,64.29,40.82,0.78,7/5/2022,0.38,"[1991-03-18]	1.000000	2.000000;[1992-03-23]	1.000000	2.000000;[1993-03-22]	1.000000	2.000000;[1994-03-21]	1.000000	2.000000;[1996-02-20]	1.000000	2.000000;[1997-12-17]	2.000000	3.000000;[1998-09-16]	2.000000	3.000000;[1999-06-22]	1.000000	2.000000;[2000-03-23]	1.000000	2.000000;",6/6/2022,7/6/2022,7/27/2022,,3.57,,3.62,6.79,8.46,-0.61,4/30/2022,2.85,"51,581.00","12,006.00",1.49,US Dollar,Yes,Yes,Technology,;;Other Communications Equipment Manufacturing;;,";COMPUTER PERIPHERAL EQUIPMENT, N.E.C.;;",,,,,,Technology,Telecommunication,Communications technology,,Large Value,Cyclical,"Brian Colello, CPA",6/10/2022,Common Stock,5/9/2012,2/16/1990,,,,,,,,,,,,,,,,,,No
Citigroup Inc,C,831001,"New York Stock Exchange, Inc.",United States,United States,Citigroup Inc,0C000007DF,0P000001A2,,,Banks - Diversified,7/5/2022,46.61,"90,512.92",0.18,5.39,74.64,44.93,0.6,4/29/2022,0.51,"[1993-03-01]	2.000000	3.000000;[1993-08-30]	3.000000	4.000000;[1996-05-28]	2.000000	3.000000;[1996-11-25]	3.000000	4.000000;[1997-11-20]	2.000000	3.000000;[1999-06-01]	2.000000	3.000000;[2000-08-28]	3.000000	4.000000;[2011-05-09]	10.000000	1.000000;",4/4/2022,5/2/2022,5/27/2022,,4.38,,4.38,18.32,14.2,-0.55,3/31/2022,8.54,"71,397.00","18,316.00",2.04,US Dollar,Yes,Yes,Financial Services,Commercial Banking;;;;,NATIONAL COMMERCIAL BANKS;;;;;,,,,,,Financial Services,Investment Banking & Brokerage,Diversified financial services,,Large Value,High Yield,"Eric Compton, CFA",4/26/2022,Common Stock,,6/2/1986,,,,,,,,,,,,,,,,,,No
Citizens Financial Group Inc,CFG,759944,"New York Stock Exchange, Inc.",United States,United States,Citizens Financial Group Inc,0C00002EQZ,0P0001478O,,,Banks - Regional,7/5/2022,35.88,"17,776.60",0.13,7.56,57,34.5,,5/2/2022,0.39,,4/19/2022,5/3/2022,5/17/2022,,4.35,,4.35,13.15,12.54,-0.66,3/31/2022,4.72,"6,634.00","2,128.00",1.56,US Dollar,Yes,Yes,Financial Services,Commercial Banking,STATE COMMERCIAL BANKS,,,,,,Financial Services,Banks,Banks: Diversified,,Mid Value,Cyclical,,,Common Stock,,9/24/2014,21.5,,,,,,,,,,,,,,,,,No
Citrix Systems Inc,CTXS,877890,Nasdaq - All Markets,United States,United States,Citrix Systems Inc,0C00000AJK,0P000001AF,,,Software - Application,7/5/2022,99.1,"12,544.07",0.02,44.17,118.93,78.07,0.95,12/6/2021,0.37,"[1996-06-05]	1.000000	2.000000;[1998-02-23]	2.000000	3.000000;[1999-03-26]	1.000000	2.000000;[2000-02-17]	1.000000	2.000000;",11/4/2021,12/7/2021,12/21/2021,,1.12,,1.49,2.22,5.48,1.19,3/31/2022,2.2,"3,266.74",277.68,1.11,US Dollar,Yes,Yes,Technology,Software Publishers;;,PREPACKAGED SOFTWARE;;,,,,,,Technology,Information Technology,Computer services software and systems,,Mid Growth,Slow Growth,"Dan Romanoff, CPA",1/31/2022,Common Stock,5/11/2012,12/8/1995,,,,,,,,,,,,,,,,,,No
Clorox Co,CLX,21076,"New York Stock Exchange, Inc.",United States,United States,Clorox Co,0C00000AKL,0P000001BD,,,Household & Personal Products,7/5/2022,144.75,"17,815.83",0.03,38,191.75,120.5,0.9,4/26/2022,1.16,"[1972-11-16]	1.000000	2.000000;[1987-06-02]	1.000000	2.000000;[1997-09-03]	1.000000	2.000000;[1999-08-24]	1.000000	2.000000;",2/15/2022,4/27/2022,5/13/2022,,3.21,,3.21,2.56,3.7,0.59,3/31/2022,3.71,"7,108.00",458,4.59,US Dollar,Yes,Yes,Consumer Defensive,;;;Drycleaning and Laundry Services (except Coin-Operated);,";;;;;;;SPECIALTY CLEANING, POLISHING, & SANITATION;;;;",,,,,,Consumer Staples,"Personal Care, Drug & Grocery Stores",Personal care,,Mid Value,Slow Growth,"Erin Lash, CFA",5/9/2022,Common Stock,,10/23/1986,,,,,,,,,,,,,,,,,,No
CME Group Inc Class A,CME,1156375,Nasdaq - All Markets,United States,United States,CME Group Inc,0C000007BL,0P00000187,,,Financial Data & Stock Exchanges,7/5/2022,204.36,"73,451.33",0.04,26.79,256.94,185.79,0.96,6/9/2022,1,"[2012-07-23]	1.000000	5.000000",5/4/2022,6/10/2022,6/27/2022,,1.86,,1.96,3.74,3.86,0.04,3/31/2022,7.64,"4,783.00","2,773.00",3.7,US Dollar,Yes,Yes,Financial Services,Securities and Commodity Exchanges,SECURITY & COMMODITY EXCHANGES,,,,,,Financial Services,Investment Banking & Brokerage,Securities brokerage & services,,Large Blend,Cyclical,Michael Miller,5/31/2022,Common Stock,5/11/2012,12/6/2002,,,,,,,,,,,,,,,,,,No
CMS Energy Corp,CMS,811156,"New York Stock Exchange, Inc.",United States,United States,CMS Energy Corp,0C00000AKN,0P000000YM,,,Utilities - Regulated Electric,7/5/2022,66.11,"19,180.44",0.04,25.09,73.76,58.51,1.25,5/5/2022,0.46,,4/22/2022,5/6/2022,5/31/2022,,2.71,,2.78,4.07,4.36,-4.23,3/31/2022,4.66,"7,690.00","1,357.00",1.77,US Dollar,Yes,Yes,Utilities,;Other Electric Power Generation;;;,;;ELECTRIC & OTHER SERVICES COMBINED;;,,,,,,Utilities,Utilities,Utilities: Electrical,,Mid Blend,Slow Growth,Travis Miller,6/23/2022,Common Stock,,5/1/1987,,,,,,,,,,,,,,,,,,No
Coca-Cola Co,KO,21344,"New York Stock Exchange, Inc.",United States,United States,Coca-Cola Co,0C00000ALB,0P000001BW,,,Beverages - Non-Alcoholic,7/5/2022,63.28,"274,320.62",0.04,26.54,67.2,52.28,1.09,6/14/2022,0.44,"[1977-06-01]	1.000000	2.000000;[1986-07-01]	1.000000	3.000000;[1990-05-14]	1.000000	2.000000;[1992-05-12]	1.000000	2.000000;[1996-05-13]	1.000000	2.000000;[2012-08-13]	1.000000	2.000000;",4/27/2022,6/15/2022,7/1/2022,,2.72,,2.78,3.75,3.91,-1.71,3/31/2022,2.37,"40,126.00","10,307.00",1.7,US Dollar,Yes,Yes,Consumer Defensive,;;;Soft Drink Manufacturing;;,;;BOTTLED & CANNED SOFT DRINKS& CARBONATED WATERS;;,,,,,,Consumer Staples,"Food, Beverage & Tobacco",Beverage: Soft drinks,,Large Blend,Slow Growth,"Erin Lash, CFA",5/27/2022,Common Stock,,9/26/1924,,,,,,,,,,,,,,,,,,No
Cognizant Technology Solutions Corp Class A,CTSH,1058290,Nasdaq - All Markets,United States,United States,Cognizant Technology Solutions Corp,0C00000ALN,0P000001C8,,,Information Technology Services,7/5/2022,67.72,"35,293.89",0.06,16.18,93.47,65.24,0.66,5/19/2022,0.27,"[2000-03-17]	1.000000	2.000000;[2003-04-02]	1.000000	3.000000;[2004-06-18]	1.000000	2.000000;[2007-10-17]	1.000000	2.000000;[2014-03-10]	1.000000	2.000000;",5/4/2022,5/20/2022,5/31/2022,,1.51,,1.59,6.16,6.67,-0.46,3/31/2022,4.17,"18,932.00","2,195.00",0.99,US Dollar,Yes,Yes,Technology,Custom Computer Programming Services,COMPUTER PROGRAMMING SERVICES,,,,,,Technology,Information Technology,Computer services software and systems,,Large Blend,Classic Growth,Julie Bhusal Sharma,2/2/2022,Common Stock,5/11/2012,6/19/1998,,,,,,,,,,,,,,,,,,No
Colgate-Palmolive Co,CL,21665,"New York Stock Exchange, Inc.",United States,United States,Colgate-Palmolive Co,0C00000ALZ,0P000001CL,,,Household & Personal Products,7/5/2022,81,"67,873.29",0.03,33.25,85.61,72.2,1.08,7/20/2022,0.47,"[1973-05-30]	1.000000	3.000000;[1991-05-16]	1.000000	2.000000;[1997-05-16]	1.000000	2.000000;[1999-07-01]	1.000000	2.000000;[2013-05-16]	1.000000	2.000000;",6/7/2022,7/21/2022,8/15/2022,,2.25,,2.32,2.98,3.78,-1.18,3/31/2022,2.41,"17,476.00","2,044.00",1.8,US Dollar,Yes,Yes,Consumer Defensive,;Soap and Other Detergent Manufacturing;;;;,";;;;PERFUMES, COSMETICS, & OTHER TOILET PREPARATIONS;",,,,,,Consumer Staples,"Personal Care, Drug & Grocery Stores",Personal care,,Large Blend,Slow Growth,"Erin Lash, CFA",5/24/2022,Common Stock,,1/9/1951,,,,,,,,,,,,,,,,,,No
Comcast Corp Class A,CMCSA,1166691,Nasdaq - All Markets,United States,United States,Comcast Corp,0C00000AMP,0P000001DB,,,Telecom Services,7/5/2022,39.83,"178,438.99",0.08,12.62,61.8,37.56,0.66,7/5/2022,0.27,"[1980-05-16]	2.000000	3.000000;[1981-04-13]	2.000000	3.000000;[1983-01-06]	2.000000	3.000000;[1984-09-19]	2.000000	3.000000;[1985-06-28]	2.000000	3.000000;[1986-12-19]	2.000000	3.000000;[1988-04-11]	2.000000	3.000000;[1989-10-25]	2.000000	3.000000;[1994-02-03]	2.000000	3.000000;[2007-02-22]	2.000000	3.000000;",5/10/2022,7/6/2022,7/27/2022,,2.61,,2.71,7.81,8.96,-0.47,3/31/2022,3.11,"120,190.00","14,379.00",1.02,US Dollar,Yes,Yes,Communication Services,;;Wireless Telecommunications Carriers (except Satellite);;,";;COMMUNICATIONS SERVICES, N.E.C.;;",,,,,,Consumer Discretionary,Media,Cable television services,,Large Value,Classic Growth,"Michael Hodel, CFA",4/28/2022,Common Stock,5/11/2012,7/7/1988,,,,,,,,,,,,,,,,,,No
Comerica Inc,CMA,28412,"New York Stock Exchange, Inc.",United States,United States,Comerica Inc,0C00000AMR,0P000001DD,,,Banks - Regional,7/5/2022,73.85,"9,656.65",0.1,10.07,102.09,63.07,0.83,6/14/2022,0.68,"[1976-09-03]	3.000000	4.000000;[1978-03-07]	1.000000	2.000000;[1988-04-04]	2.000000	3.000000;[1991-06-20]	2.000000	3.000000;[1993-01-05]	1.000000	2.000000;[1998-04-02]	2.000000	3.000000;",4/26/2022,6/15/2022,7/1/2022,,3.68,,3.68,9.87,9.65,-0.58,3/31/2022,7.29,"2,947.00","1,007.00",2.72,US Dollar,Yes,Yes,Financial Services,Commercial Banking;;;,NATIONAL COMMERCIAL BANKS;;;,,,,,,Financial Services,Banks,Banks: Diversified,,Mid Blend,Cyclical,"Eric Compton, CFA",4/29/2022,Common Stock,,4/2/1991,,,,,,,,,,,,,,,,,,No
Conagra Brands Inc,CAG,23217,"New York Stock Exchange, Inc.",United States,United States,Conagra Brands Inc,0C00000AP3,0P000001FX,,,Packaged Foods,7/5/2022,34.37,"16,493.31",0.06,15.93,36.97,30.06,0.78,4/28/2022,0.31,"[1979-03-19]	2.000000	3.000000;[1980-12-08]	1.000000	2.000000;[1984-12-03]	2.000000	3.000000;[1986-12-02]	1.000000	2.000000;[1989-12-04]	2.000000	3.000000;[1991-12-02]	2.000000	3.000000;[1997-10-02]	1.000000	2.000000;",4/14/2022,4/29/2022,6/1/2022,,3.64,,3.64,6.26,7.4,-0.55,2/28/2022,2.15,"11,365.40","1,038.80",1.21,US Dollar,Yes,Yes,Consumer Defensive,Specialty Canning;;;,CANNED SPECIALTIES;;;,,,,,,Consumer Staples,"Food, Beverage & Tobacco",Foods,,Mid Value,Classic Growth,"Rebecca Scheuneman, CFA",5/16/2022,Common Stock,,1/12/1976,,,,,,,,,,,,,,,,,,No
ConocoPhillips,COP,1163165,"New York Stock Exchange, Inc.",United States,United States,ConocoPhillips,0C00000APG,0P000001GE,,,Oil & Gas E&P,7/5/2022,84.64,"109,477.57",0.11,9.25,124.08,51.41,0.88,6/27/2022,0.7,"[1985-07-05]	1.000000	3.000000;[2005-06-02]	1.000000	2.000000;",5/5/2022,6/28/2022,7/15/2022,,2.27,,2.27,11.47,17.36,-6.97,3/31/2022,9.71,"53,764.00","12,856.00",2.28,US Dollar,Yes,Yes,Energy,;Petroleum Refineries;;;,;;;PETROLEUM REFINING;,,,,,,Energy,Non-renewable Energy,Oil: Integrated,,Large Blend,Hard Assets,"Allen Good, CFA",5/12/2022,Common Stock,,6/30/1972,,,,,,,,,,,,,,,,,,No
Consolidated Edison Inc,ED,1047862,"New York Stock Exchange, Inc.",United States,United States,Consolidated Edison Inc,0C00000APN,0P000001GL,,,Utilities - Regulated Electric,7/5/2022,92.69,"32,839.60",0.05,21.96,101.12,71.52,1.08,5/17/2022,0.79,"[1982-07-01]	1.000000	2.000000;[1989-07-03]	1.000000	2.000000;",4/21/2022,5/18/2022,6/15/2022,,3.38,,3.41,4.67,4.85,-4.68,3/31/2022,4.33,"14,059.00","1,529.00",3.12,US Dollar,Yes,Yes,Utilities,;Other Electric Power Generation;;;;;,;;ELECTRIC & OTHER SERVICES COMBINED;;;,,,,,,Utilities,Utilities,Utilities: Electrical,,Mid Blend,Slow Growth,Travis Miller,5/12/2022,Common Stock,,6/21/1948,,,,,,,,,,,,,,,,,,No
Constellation Brands Inc Class A,STZ,16918,"New York Stock Exchange, Inc.",United States,United States,Constellation Brands Inc,0C00000APV,0P000001GT,,,Beverages - Wineries & Distilleries,7/5/2022,236.71,"44,586.64",0.03,35.42,261.53,207.35,0.88,5/4/2022,0.8,"[1991-11-12]	2.000000	3.000000;[1992-07-21]	2.000000	3.000000;[2001-05-15]	1.000000	2.000000;[2002-05-14]	1.000000	2.000000;[2005-05-16]	1.000000	2.000000;",4/7/2022,5/5/2022,5/19/2022,,1.3,,1.35,2.78,4.79,0.54,5/31/2022,6.58,"9,157.40","1,257.20",3.08,US Dollar,Yes,Yes,Consumer Defensive,Wineries,"WINES, BRANDY, & BRANDY SPIRITS",,,,,,Consumer Staples,"Food, Beverage & Tobacco",Beverage: Brewers and distillers,,Large Blend,Classic Growth,"Jaime M. Katz, CFA",5/31/2022,Common Stock,,7/31/1986,,,,,,,,,,,,,,,,,,No
Constellation Energy Corp,CEG,1868275,Nasdaq - All Markets,United States,United States,Constellation Energy Corp,0C0000CCG3,0P0001OB8L,,,Utilities - Renewable,7/5/2022,54.94,"17,948.84",0.04,26.96,68.68,38,,5/12/2022,0.14,,4/26/2022,5/13/2022,6/10/2022,,0.51,,1.03,3.87,5.52,-4.62,3/31/2022,2.12,"19,681.00",694,0.14,US Dollar,Yes,Yes,Utilities,Nuclear Electric Power Generation,"COMBINATION UTILITIES, N.E.C.",,,,,,,,,,Mid Blend,Slow Growth,,,Common Stock,,1/19/2022,,,,,,,,,,,,,,,,,,No
Copart Inc,CPRT,900075,Nasdaq - All Markets,United States,United States,Copart Inc,0C00000AQJ,0P000001HI,,,Auto & Truck Dealerships,7/5/2022,112.28,"26,685.88",0.04,24.2,161.12,102.21,,,,"[1999-01-29]	1.000000	2.000000;[2000-01-25]	1.000000	2.000000;[2002-01-22]	2.000000	3.000000;[2012-03-29]	1.000000	2.000000;",,,,,,,,4,4.27,1.92,4/30/2022,4.49,"3,366.16","1,082.37",,US Dollar,Yes,Yes,Consumer Cyclical,;New Car Dealers;;,NEW & USED CAR DEALERS;;;,,,,,,Producer Durables,Commercial Services,"Back office support, HR & consulting",,Mid Growth,Cyclical,,,Common Stock,5/11/2012,3/17/1994,,,,,,,,,,,,,,,,,,No
Corning Inc,GLW,24741,"New York Stock Exchange, Inc.",United States,United States,Corning Inc,0C00000AQY,0P000001I3,,,Electronic Components,7/5/2022,31.65,"26,731.99",0.04,25.41,43.47,30.63,0.75,8/30/2022,0.27,"[1973-02-26]	1.000000	2.500000;[1985-02-13]	1.000000	2.000000;[1989-02-15]	1.000000	2.000000;[1992-02-11]	1.000000	2.000000;[2000-10-04]	1.000000	3.000000;",6/29/2022,8/31/2022,9/29/2022,,3.22,,3.41,3.92,7.45,-0.81,3/31/2022,1.24,"14,472.00","1,888.00",0.99,US Dollar,Yes,Yes,Technology,;;;Other Electronic Component Manufacturing;;;,";;ELECTRONIC COMPONENTS, N.E.C.;;",,,,,,Technology,Electronics,Electronic components,,Mid Blend,Cyclical,William Kerwin,1/26/2022,Common Stock,,5/21/1945,,,,,,,,,,,,,,,,,,No
Corteva Inc,CTVA,1755672,"New York Stock Exchange, Inc.",United States,United States,Corteva Inc,0C0000BMKS,0P0001HGOO,,,Agricultural Inputs,7/5/2022,52.1,"37,704.77",0.05,22.37,64.03,40.6,0.95,5/12/2022,0.14,,4/29/2022,5/13/2022,6/15/2022,,1.07,,1.07,4.64,4.6,-3.73,3/31/2022,2.35,"16,078.00","1,723.00",0.55,US Dollar,Yes,Yes,Basic Materials,All Other Basic Organic Chemical Manufacturing,"INDUSTRIAL INORGANIC CHEMICALS, N.E.C.",,,,,,Consumer Staples,"Food, Beverage & Tobacco",Foods,,Large Blend,Cyclical,"Seth Goldstein, CFA",5/5/2022,Common Stock,,5/24/2019,,,,,,,,,,,,,,,,,,No
Costco Wholesale Corp,COST,909832,Nasdaq - All Markets,United States,United States,Costco Wholesale Corp,0C00000ARG,0P000001IK,,,Discount Stores,7/5/2022,488.26,"216,281.09",0.03,37.74,612.27,397.11,1.04,4/28/2022,0.9,"[1984-06-13]	1.000000	2.000000;[1986-02-04]	1.000000	2.000000;[1993-10-22]	1.000000	2.132200;[2000-01-14]	1.000000	2.000000;",4/13/2022,4/29/2022,5/13/2022,,0.67,,0.74,2.6,2.95,0.51,5/31/2022,12.7,"217,538.00","5,646.00",3.27,US Dollar,Yes,Yes,Consumer Defensive,All Other General Merchandise Stores;;,VARIETY STORES,,,,,,Consumer Discretionary,Retail,Diversified retail,,Large Blend,Aggressive Growth,"Zain Akbari, CFA",5/4/2022,Common Stock,5/11/2012,11/27/1985,,,,,,,,,,,,,,,,,,No
Coterra Energy Inc Ordinary Shares,CTRA,858470,"New York Stock Exchange, Inc.",United States,United States,Coterra Energy Inc,0C0000072S,0P000000ZX,,,Oil & Gas E&P,7/5/2022,25.6,"20,628.61",0.11,9.48,36.55,14.28,0.8,5/12/2022,0.6,"[2005-04-01]	2.000000	3.000000;[2007-04-02]	1.000000	2.000000;[2012-01-26]	1.000000	2.000000;[2013-08-15]	1.000000	2.000000;",5/2/2022,5/13/2022,5/25/2022,,2.09,,2.34,10.63,16.64,-2.77,3/31/2022,2.72,"4,668.00","1,640.00",0.5,US Dollar,Yes,Yes,Energy,;Crude Petroleum Extraction;,CRUDE PETROLEUM & NATURAL GAS,,,,,,Energy,Non-renewable Energy,Oil: Crude producers,,Mid Blend,Hard Assets,"Dave Meats, CFA",5/13/2022,Common Stock,,2/8/1990,,,,,,,,,,,,,,,,,,No
Crown Castle International Corp,CCI,1051470,"New York Stock Exchange, Inc.",United States,United States,Crown Castle International Corp,0C00000AT4,0P000001K3,,,REIT - Specialty,7/5/2022,171.53,"74,277.92",0.02,50.11,209.87,153.7,1.27,6/14/2022,1.47,,5/10/2022,6/15/2022,6/30/2022,,3.35,,3.43,1.96,2.36,-0.48,3/31/2022,3.37,"6,597.00","1,459.00",5.6,US Dollar,Yes,Yes,Real Estate,;;Other Activities Related to Real Estate;,;REAL ESTATE INVESTMENT TRUSTS;,,,,,,Financial Services,Real Estate Investment Trusts (REITs),Equity REIT: Infrastructure,,Large Blend,Hard Assets,"Matthew Dolgin, CFA",4/21/2022,Common Stock,,8/18/1998,,,,,,,,,,,,,,,,,,No
CSX Corp,CSX,277948,Nasdaq - All Markets,United States,United States,CSX Corp,0C00000ATN,0P000000ZG,,,Railroads,7/5/2022,28.51,"61,988.15",0.06,16.51,38.63,28.1,0.89,5/27/2022,0.1,"[1983-10-26]	1.000000	3.000000;[1995-12-22]	1.000000	2.000000;[2006-08-16]	1.000000	2.000000;[2011-06-16]	1.000000	3.000000;",5/10/2022,5/31/2022,6/15/2022,,1.35,,1.4,6.17,6.38,-2.83,3/31/2022,1.76,"13,122.00","3,934.00",0.38,US Dollar,Yes,Yes,Industrials,Line-Haul Railroads;;;;;,"RAILROADS, LINE-HAUL OPERATING;;;;;",,,,,,Producer Durables,Transportation & Freight,Railroads,,Large Blend,Cyclical,"Matthew Young, CFA",5/9/2022,Common Stock,,11/3/1980,,,,,,,,,,,,,,,,,,No
Cummins Inc,CMI,26172,"New York Stock Exchange, Inc.",United States,United States,Cummins Inc,0C00000AU0,0P000001KP,,,Specialty Industrial Machinery,7/5/2022,194.08,"27,384.26",0.07,14.38,247.48,184.28,0.82,5/19/2022,1.45,"[1993-11-12]	1.000000	2.000000;[2007-04-10]	1.000000	2.000000;[2008-01-03]	1.000000	2.000000;",5/10/2022,5/20/2022,6/2/2022,,2.99,,2.99,6.94,9.13,-0.02,3/31/2022,13.46,"24,314.00","1,946.00",5.7,US Dollar,Yes,Yes,Industrials,;;Other Engine Equipment Manufacturing;;;;;;;,";INTERNAL COMBUSTION ENGINES, N.E.C.;;;;;;;;",,,,,,Producer Durables,Machinery,Machinery: Engines,,Mid Value,Cyclical,Dawit Woldemariam,5/3/2022,Common Stock,,9/25/1984,,,,,,,,,,,,,,,,,,No
CVS Health Corp,CVS,64803,"New York Stock Exchange, Inc.",United States,United States,CVS Health Corp,0C00000AUE,0P000000ZP,,,Healthcare Plans,7/5/2022,92.53,"121,335.43",0.07,15.42,111.25,79.34,0.86,4/21/2022,0.55,"[1972-05-01]	1.000000	2.000000;[1983-05-03]	1.000000	2.000000;[1989-03-15]	1.000000	2.000000;[1998-06-16]	1.000000	2.000000;[2005-06-07]	1.000000	2.000000;",3/9/2022,4/22/2022,5/2/2022,,2.27,,2.38,6.5,9.03,-1.5,3/31/2022,6.01,"299,840.00","7,999.00",2.05,US Dollar,Yes,Yes,Healthcare,;Offices of All Other Miscellaneous Health Practitioners;;,";HEALTH & ALLIED SERVICES, N.E.C.;",,,,,,Consumer Staples,"Personal Care, Drug & Grocery Stores",Drug and grocery store chains,,Large Value,Classic Growth,"Julie Utterback, CFA",12/23/2021,Common Stock,,10/1/1952,,,,,,,,,,,,,,,,,,No
D.R. Horton Inc,DHI,882184,"New York Stock Exchange, Inc.",United States,United States,D.R. Horton Inc,0C00000AV2,0P000001LP,,,Residential Construction,7/5/2022,72.5,"25,522.19",0.19,4.75,110.45,59.25,0.68,5/6/2022,0.23,"[1995-09-18]	5.000000	7.000000;[2002-04-10]	2.000000	3.000000;[2004-01-13]	2.000000	3.000000;[2005-03-17]	3.000000	4.000000;",4/26/2022,5/9/2022,5/18/2022,,1.21,,1.24,19.23,21.26,3.44,3/31/2022,13.94,"30,446.30","5,032.40",0.85,US Dollar,Yes,Yes,Consumer Cyclical,New Multifamily Housing Construction (except For-Sale Builders);;,"RESIDENTIAL CONSTRUCTION, N.E.C.;;",,,,,,Consumer Discretionary,Consumer Products,Home building,,Mid Value,Cyclical,"Brian Bernard, CFA, CPA",6/17/2022,Common Stock,,6/12/1992,,,,,,,,,,,,,,,,,,No
Danaher Corp,DHR,313616,"New York Stock Exchange, Inc.",United States,United States,Danaher Corp,0C00000AVD,0P000001MV,,,Diagnostics & Research,7/5/2022,255.51,"185,775.38",0.03,29.76,333.96,233.71,1.28,6/23/2022,0.25,"[1987-09-09]	1.000000	2.000000;[1995-01-23]	1.000000	2.000000;[1998-06-01]	1.000000	2.000000;[2004-05-21]	1.000000	2.000000;[2010-06-14]	1.000000	2.000000;",5/10/2022,6/24/2022,7/29/2022,,0.36,,0.39,3.33,4.03,-0.98,3/31/2022,8.63,"30,283.00","6,456.00",0.88,US Dollar,Yes,Yes,Healthcare,;;;;;;;Medical Laboratories;,;;;;;;;;MEDICAL LABORATORIES;,,,,,,Healthcare,Medical Equipment And Services,Medical equipment,,Large Growth,Aggressive Growth,"Julie Utterback, CFA",1/27/2022,Common Stock,,11/3/1986,,,,,,,,,,,,,,,,,,No
Darden Restaurants Inc,DRI,940944,"New York Stock Exchange, Inc.",United States,United States,Darden Restaurants Inc,0C00000AVF,0P000001MX,,,Restaurants,7/5/2022,118.51,"14,782.27",0.06,15.29,164.28,110.96,0.88,7/7/2022,1.21,"[2002-05-02]	2.000000	3.000000",6/22/2022,7/8/2022,8/1/2022,,3.71,,4.08,6.24,6.56,3.64,2/28/2022,7.95,"9,306.30","1,039.60",4.18,US Dollar,Yes,Yes,Consumer Cyclical,;Full-Service Restaurants;,EATING PLACES,,,,,,Consumer Discretionary,Leisure,Restaurants,,Mid Blend,Cyclical,Sean Dunlop,3/25/2022,Common Stock,,5/15/1995,,,,,,,,,,,,,,,,,,No
